"set"	"focusDB"	"silva"	"pkb"	"pkb_v13"	"pkb_v34"	"ref_gcn"	"ref_gcn_unique"	"assembly"	"source"	"target"
"fast"	"SRR5137561_4.4414.5963 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"	5.16795865633075	1.86567164179104	0	11	11	"GCA_002005265.1"	"SRR5137561_4.4414.5963"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"
"fast"	"SRR5137561_5.4425.5974 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"	5.16795865633075	1.86567164179104	0	11	11	"GCA_002005265.1"	"SRR5137561_5.4425.5974"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"
"fast"	"SRR5137561_6.4438.5987 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"	5.81395348837209	1.86567164179104	2.1505376344086	11	11	"GCA_002005265.1"	"SRR5137561_6.4438.5987"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"
"fast"	"SRR5137561_7.1197.2746 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"	5.16795865633075	1.86567164179104	0	11	11	"GCA_002005265.1"	"SRR5137561_7.1197.2746"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"
"fast"	"SRR5137561_8.4439.5986 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"	7.10594315245478	1.86567164179104	0	11	11	"GCA_002005265.1"	"SRR5137561_8.4439.5986"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"
"fast"	"SRR5137561_9.1197.2745 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"	7.75193798449612	7.46268656716418	0	11	11	"GCA_002005265.1"	"SRR5137561_9.1197.2745"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"
"fast"	"SRR5137561_10.1185.2734 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"	4.52196382428941	1.86567164179104	0	11	11	"GCA_002005265.1"	"SRR5137561_10.1185.2734"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"
"fast"	"SRR5137561_11.4631.6180 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"	4.52196382428941	1.86567164179104	0	11	11	"GCA_002005265.1"	"SRR5137561_11.4631.6180"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"
"full"	"SRR5137561_1.25933.27482 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"	4.52196382428941	1.86567164179104	0	11	11	"GCA_002005265.1"	"SRR5137561_1.25933.27482"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"
"full"	"SRR5137561_2.35906.37455 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"	4.52196382428941	1.86567164179104	0	11	11	"GCA_002005265.1"	"SRR5137561_2.35906.37455"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"
"full"	"SRR5137561_3.7308.8857 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"	4.52196382428941	1.86567164179104	0	11	11	"GCA_002005265.1"	"SRR5137561_3.7308.8857"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"
"full"	"SRR5137561_4.27887.29436 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"	4.52196382428941	1.86567164179104	0	11	11	"GCA_002005265.1"	"SRR5137561_4.27887.29436"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"
"full"	"SRR5137561_5.41150.42699 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"	5.16795865633075	1.86567164179104	2.1505376344086	11	11	"GCA_002005265.1"	"SRR5137561_5.41150.42699"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"
"full"	"SRR5137561_6.4989.6538 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"	3.87596899224806	0	0	11	11	"GCA_002005265.1"	"SRR5137561_6.4989.6538"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"
"denovo"	"SRR5137561_1.22.1571 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"	5.81395348837209	1.86567164179104	0	11	11	"GCA_002005265.1"	"SRR5137561_1.22.1571"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"
"fast"	"SRR4123928_1.1194.2729 Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"	0.651890482398957	1.89753320683112	2.1551724137931	6	2	"GCA_002073475.2"	"SRR4123928_1.1194.2729"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"
"fast"	"SRR4123928_2.1201.2736 Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"	0.651890482398957	1.89753320683112	2.1551724137931	6	2	"GCA_002073475.2"	"SRR4123928_2.1201.2736"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"
"fast"	"SRR4123928_3.4938.6473 Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"	0.651890482398957	1.89753320683112	2.1551724137931	6	2	"GCA_002073475.2"	"SRR4123928_3.4938.6473"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"
"fast"	"SRR4123928_4.1196.2731 Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"	0.651890482398957	1.89753320683112	2.1551724137931	6	2	"GCA_002073475.2"	"SRR4123928_4.1196.2731"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"
"fast"	"SRR4123928_5.1200.2735 Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"	0.651890482398957	1.89753320683112	2.1551724137931	6	2	"GCA_002073475.2"	"SRR4123928_5.1200.2735"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"
"fast"	"SRR4123928_6.5336.6870 Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"	0	0	0	6	2	"GCA_002073475.2"	"SRR4123928_6.5336.6870"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"
"full"	"SRR4123928_1.35276.36811 Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"	0.651890482398957	1.89753320683112	2.1551724137931	6	2	"GCA_002073475.2"	"SRR4123928_1.35276.36811"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"
"full"	"SRR4123928_2.350847.352382 Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"	0.651890482398957	1.89753320683112	2.1551724137931	6	2	"GCA_002073475.2"	"SRR4123928_2.350847.352382"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"
"full"	"SRR4123928_3.108634.110169 Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"	0.651890482398957	1.89753320683112	2.1551724137931	6	2	"GCA_002073475.2"	"SRR4123928_3.108634.110169"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"
"full"	"SRR4123928_4.72459.73994 Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"	0.651890482398957	1.89753320683112	2.1551724137931	6	2	"GCA_002073475.2"	"SRR4123928_4.72459.73994"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"
"full"	"SRR4123928_5.26224.27759 Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"	0.651890482398957	1.89753320683112	2.1551724137931	6	2	"GCA_002073475.2"	"SRR4123928_5.26224.27759"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"
"full"	"SRR4123928_6.59506.61041 Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"	0.651890482398957	1.89753320683112	2.1551724137931	6	2	"GCA_002073475.2"	"SRR4123928_6.59506.61041"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"
"denovo"	"SRR4123928_1.175.1710 Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"	0.651890482398957	1.89753320683112	2.1551724137931	6	2	"GCA_002073475.2"	"SRR4123928_1.175.1710"	"GCA_002073475.2..16S_rRNA::CP020411.2:1463766-1465301(-)"
"fast"	"SRR1005714_1.1285.2831 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"	1.29282482223659	0	0	6	2	"GCA_002105675.1"	"SRR1005714_1.1285.2831"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"
"fast"	"SRR1005714_2.4649.6195 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"	1.29366106080207	3.73134328358209	0	6	2	"GCA_002105675.1"	"SRR1005714_2.4649.6195"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"
"fast"	"SRR1005714_3.1300.2846 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"	1.29282482223659	0	0	6	2	"GCA_002105675.1"	"SRR1005714_3.1300.2846"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"
"fast"	"SRR1005714_4.4916.6462 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"	1.29366106080207	3.73134328358209	0	6	2	"GCA_002105675.1"	"SRR1005714_4.4916.6462"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"
"fast"	"SRR1005714_1.1285.2831 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"	1.29282482223659	0	0	6	2	"GCA_002105675.1"	"SRR1005714_1.1285.2831"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"
"fast"	"SRR1005714_2.4649.6195 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"	1.29366106080207	3.73134328358209	0	6	2	"GCA_002105675.1"	"SRR1005714_2.4649.6195"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"
"fast"	"SRR1005714_3.1300.2846 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"	1.29282482223659	0	0	6	2	"GCA_002105675.1"	"SRR1005714_3.1300.2846"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"
"fast"	"SRR1005714_4.4916.6462 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"	1.29366106080207	3.73134328358209	0	6	2	"GCA_002105675.1"	"SRR1005714_4.4916.6462"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"
"full"	"SRR1005714_1.73153.74699 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"	1.29366106080207	3.73134328358209	0	6	2	"GCA_002105675.1"	"SRR1005714_1.73153.74699"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"
"full"	"SRR1005714_2.86644.88190 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"	0	0	0	6	2	"GCA_002105675.1"	"SRR1005714_2.86644.88190"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"
"full"	"SRR1005714_3.321252.322798 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"	0.647249190938511	1.86915887850467	0	6	2	"GCA_002105675.1"	"SRR1005714_3.321252.322798"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"
"full"	"SRR1005714_4.221856.223402 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"	0	0	0	6	2	"GCA_002105675.1"	"SRR1005714_4.221856.223402"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"
"full"	"SRR1005714_1.73153.74699 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"	1.29366106080207	3.73134328358209	0	6	2	"GCA_002105675.1"	"SRR1005714_1.73153.74699"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"
"full"	"SRR1005714_2.86644.88190 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"	0	0	0	6	2	"GCA_002105675.1"	"SRR1005714_2.86644.88190"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"
"full"	"SRR1005714_3.321252.322798 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"	0.647249190938511	1.86915887850467	0	6	2	"GCA_002105675.1"	"SRR1005714_3.321252.322798"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"
"full"	"SRR1005714_4.221856.223402 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"	0	0	0	6	2	"GCA_002105675.1"	"SRR1005714_4.221856.223402"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"
"denovo"	"SRR1005714_1.194.1740 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"	1.29282482223659	0	0	6	2	"GCA_002105675.1"	"SRR1005714_1.194.1740"	"GCA_002105675.1..16S_rRNA::CP020831.1:2639581-2641128(-)"
"fast"	"SRR1041623_1.1298.2844 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"	1.93923723335488	1.86915887850467	0	6	3	"GCA_002105695.1"	"SRR1041623_1.1298.2844"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"
"fast"	"SRR1041623_2.4631.6177 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"	0.647249190938511	1.86915887850467	0	6	3	"GCA_002105695.1"	"SRR1041623_2.4631.6177"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"
"fast"	"SRR1041623_3.4666.6212 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"	0	0	0	6	3	"GCA_002105695.1"	"SRR1041623_3.4666.6212"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"
"fast"	"SRR1041623_4.4861.6407 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"	0.647249190938511	1.86915887850467	0	6	3	"GCA_002105695.1"	"SRR1041623_4.4861.6407"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"
"fast"	"SRR1041623_5.4921.6467 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"	1.29449838187702	3.73831775700935	2.1551724137931	6	3	"GCA_002105695.1"	"SRR1041623_5.4921.6467"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"
"fast"	"SRR1041623_1.1298.2844 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"	1.93923723335488	1.86915887850467	0	6	3	"GCA_002105695.1"	"SRR1041623_1.1298.2844"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"
"fast"	"SRR1041623_2.4631.6177 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"	0.647249190938511	1.86915887850467	0	6	3	"GCA_002105695.1"	"SRR1041623_2.4631.6177"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"
"fast"	"SRR1041623_3.4666.6212 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"	0	0	0	6	3	"GCA_002105695.1"	"SRR1041623_3.4666.6212"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"
"fast"	"SRR1041623_4.4861.6407 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"	0.647249190938511	1.86915887850467	0	6	3	"GCA_002105695.1"	"SRR1041623_4.4861.6407"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"
"fast"	"SRR1041623_5.4921.6467 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"	1.29449838187702	3.73831775700935	2.1551724137931	6	3	"GCA_002105695.1"	"SRR1041623_5.4921.6467"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"
"full"	"SRR1041623_1.65090.66636 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"	7.11053652230123	16.8224299065421	NA	6	3	"GCA_002105695.1"	"SRR1041623_1.65090.66636"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"
"full"	"SRR1041623_2.99188.100734 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"	1.93923723335488	1.86915887850467	0	6	3	"GCA_002105695.1"	"SRR1041623_2.99188.100734"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"
"full"	"SRR1041623_3.13089.14635 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"	1.93923723335488	1.86915887850467	0	6	3	"GCA_002105695.1"	"SRR1041623_3.13089.14635"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"
"full"	"SRR1041623_1.65090.66636 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"	7.11053652230123	16.8224299065421	NA	6	3	"GCA_002105695.1"	"SRR1041623_1.65090.66636"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"
"full"	"SRR1041623_2.99188.100734 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"	1.93923723335488	1.86915887850467	0	6	3	"GCA_002105695.1"	"SRR1041623_2.99188.100734"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"
"full"	"SRR1041623_3.13089.14635 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"	1.93923723335488	1.86915887850467	0	6	3	"GCA_002105695.1"	"SRR1041623_3.13089.14635"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"
"denovo"	"SRR1041623_1.148.1694 Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"	1.93923723335488	1.86915887850467	0	6	3	"GCA_002105695.1"	"SRR1041623_1.148.1694"	"GCA_002105695.1..16S_rRNA::CP020832.1:1394266-1395813(+)"
"fast"	"SRR4124912_1.1200.2661 Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus yeei"	"GCA_002073635.2..16S_rRNA::CP020442.2:2770144-2771606(+)"	0	0	0	3	1	"GCA_002073635.2"	"SRR4124912_1.1200.2661"	"GCA_002073635.2..16S_rRNA::CP020442.2:2770144-2771606(+)"
"fast"	"SRR4124912_2.4927.6388 Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus yeei"	"GCA_002073635.2..16S_rRNA::CP020442.2:2770144-2771606(+)"	0	0	0	3	1	"GCA_002073635.2"	"SRR4124912_2.4927.6388"	"GCA_002073635.2..16S_rRNA::CP020442.2:2770144-2771606(+)"
"fast"	"SRR4124912_3.5032.6493 Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus yeei"	"GCA_002073635.2..16S_rRNA::CP020442.2:2770144-2771606(+)"	0	0	0	3	1	"GCA_002073635.2"	"SRR4124912_3.5032.6493"	"GCA_002073635.2..16S_rRNA::CP020442.2:2770144-2771606(+)"
"fast"	"SRR4124911_1.1171.2632 Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus yeei"	"GCA_002073635.2..16S_rRNA::CP020442.2:2770144-2771606(+)"	0	0	0	3	1	"GCA_002073635.2"	"SRR4124911_1.1171.2632"	"GCA_002073635.2..16S_rRNA::CP020442.2:2770144-2771606(+)"
"fast"	"SRR4124911_2.4958.6419 Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus yeei"	"GCA_002073635.2..16S_rRNA::CP020442.2:2770144-2771606(+)"	0	0	0	3	1	"GCA_002073635.2"	"SRR4124911_2.4958.6419"	"GCA_002073635.2..16S_rRNA::CP020442.2:2770144-2771606(+)"
"fast"	"SRR4124911_3.5031.6492 Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus yeei"	"GCA_002073635.2..16S_rRNA::CP020442.2:2770144-2771606(+)"	0	0	0	3	1	"GCA_002073635.2"	"SRR4124911_3.5031.6492"	"GCA_002073635.2..16S_rRNA::CP020442.2:2770144-2771606(+)"
"full"	"SRR4124912_1.8203.9664 Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus yeei"	"GCA_002073635.2..16S_rRNA::CP020442.2:2770144-2771606(+)"	0	0	0	3	1	"GCA_002073635.2"	"SRR4124912_1.8203.9664"	"GCA_002073635.2..16S_rRNA::CP020442.2:2770144-2771606(+)"
